dt,temp_mean,temp_max,temp_min,precipitation
2025-10-21,16.3,21.1,13.5,0.6
2025-10-22,16.3,21.7,12.8,0.0
2025-10-23,16.1,20.9,12.8,0.0
2025-10-24,16.0,20.3,13.0,0.5
2025-10-25,16.4,21.0,13.2,1.0
2025-10-26,16.6,22.1,12.8,0.0
2025-10-27,16.6,22.4,11.9,0.0
2025-10-28,16.7,22.5,12.3,0.0
2025-10-29,17.3,22.1,13.5,0.0
2025-10-30,17.6,22.8,14.0,0.0
2025-10-31,17.8,23.0,14.4,0.5
2025-11-01,17.1,21.6,13.9,0.5
2025-11-02,16.2,19.8,14.3,10.1
2025-11-03,12.8,15.8,11.8,17.9
2025-11-04,13.1,16.4,11.0,0.0
2025-11-05,13.8,15.6,11.2,5.5
2025-11-06,17.0,21.5,14.2,0.2
2025-11-07,17.2,23.5,13.4,0.0
2025-11-08,17.0,23.1,13.7,0.0
2025-11-09,17.1,22.4,13.5,0.0
2025-11-10,16.1,21.6,12.4,0.0
2025-11-11,14.8,21.1,10.0,0.0
2025-11-12,14.2,20.0,9.4,0.0
2025-11-13,14.1,19.6,10.0,0.0
2025-11-14,13.4,19.2,8.7,0.0
2025-11-15,13.2,19.6,8.6,0.0
2025-11-16,13.2,19.6,8.6,0.0
2025-11-17,12.7,19.4,8.1,0.0
2025-11-18,13.2,19.4,9.6,0.0
2025-11-19,10.7,13.3,8.9,2.3
2025-11-20,11.6,15.8,9.7,0.7
2025-11-21,12.1,15.8,9.9,2.6
2025-11-22,11.7,14.7,9.1,2.0
2025-11-23,12.2,14.8,9.5,0.0
2025-11-24,11.3,14.5,8.6,1.6
2025-11-25,10.0,12.4,8.5,2.5
2025-11-26,10.7,15.2,7.0,0.2
2025-11-27,10.7,14.8,7.5,0.0
2025-11-28,10.6,17.7,6.4,0.0
2025-11-29,10.7,17.7,5.9,0.0
2025-11-30,10.9,17.6,6.0,0.0
2025-12-01,11.0,17.3,6.7,0.0
